id,outstanding_bridge,current_cash,verified_receivables,monthly_burn,runway_months,past_investment_count,recommended_option
3f07c77b-4a0d-48db-b1e4-246d395c0531,22699778.84,8757840.77,10593152.43,3730436.48,2.35,1,D
decf010c-2775-4ba8-baee-12551d49a354,12608240.86,14255741.44,3211864.58,9941817.41,1.43,2,C
ae96c8db-7a5d-47af-b752-f7f5a2e8afaa,17318323.32,5307929.62,22666876.52,7650251.05,0.69,0,D
5f91b5cc-53c9-4d3f-b2e7-79e4a1861dcd,28119674.9,12686715.08,38934967.6,3505476.11,3.62,3,D
a08c9018-7aa4-4c7e-b9c7-b82dad411022,44030879.74,2026441.86,93761880.56,7495835.82,0.27,1,A
2ec420b3-8c51-4b4d-89f7-5562ed8dd5a8,17143309.6,15335554.07,10882387.17,4659233.71,3.29,2,D
47f8df92-1b52-4c9e-a7d6-4180a4dd2f3d,13729229.81,9077204.63,19686891.88,2250289.58,4.03,1,D
6297bd74-87f3-4278-813b-f2f0bbd61a48,42226860.46,9067569.56,27807898.59,5459741.13,1.66,1,D
500abd42-5d8a-41fa-b8a3-9c324cbbef39,15621653.95,11270996.06,14092799.09,10887842.28,1.04,0,D
8572c271-bec2-4612-9a5b-3165dbeda458,8162429.72,18473604.67,10166044.9,6057099.48,3.05,2,D
e9d539c8-1439-4238-bc4f-4b211f74468a,17652040.1,7552222.57,30384171.82,7058442.83,1.07,2,A
27f06539-a113-4712-bc0a-8ba561aa1ecb,27380998.01,3731093.31,16643470.54,6226287.71,0.6,0,D
93961f68-9433-443c-9823-3d15b4a6ed8f,33454439.16,7768082.41,13207534.11,7641760.06,1.02,2,C
25f25ced-9750-4bfd-ac42-29806c924b07,24422450.66,6883972.06,32283127.46,8050810.96,0.86,3,C
8bc02772-adf4-4929-9a2f-3bea8714413a,5000000.0,2621714.15,9338374.22,4500632.8,0.58,3,A
5d26ee24-cda1-4318-91bf-ddcc5c0dd9fb,60273946.03,9350724.81,121941721.88,16014666.71,0.58,0,A
3c21bccd-7fdb-4a04-9b8b-b75241fe913c,33165618.63,11539075.06,10437922.35,4585504.36,2.52,0,D
4ba8ed3a-9023-4c10-a0c5-76af758ca83f,28275685.09,10343382.15,36104072.52,2919001.21,3.54,0,D
4b34699d-9e2f-4b0e-a2e6-2700867121f5,16021590.23,8634501.81,7582840.34,3025017.27,2.85,2,D
423e4024-3e86-488b-9694-6da84e1032ef,22677227.05,6018991.32,8462765.07,9020644.43,0.67,1,D
70191a55-9eb3-49e6-8297-b7e0badd1079,30264444.43,11476160.27,23727706.34,4103682.59,2.8,4,D
6f910744-cc84-4ee2-895c-385f5eed860d,15855347.37,6470365.16,7579767.23,2893489.76,2.24,1,D
b91d3061-9f9e-468b-ade2-7d2518599750,33283279.31,6860373.86,12658319.96,3217359.12,2.13,2,D
9790058e-5a2d-426b-be29-38bb49b67684,26467118.34,1812402.27,39930684.78,17901712.03,0.1,0,A
6f90ee0f-f606-4ce6-8ad7-db3e0726dd52,7521314.63,8121921.43,10001716.75,4515838.33,1.8,2,C
8a981334-85a3-463b-91cc-e994c955f857,32788483.55,5717268.47,18756898.86,10560788.15,0.54,2,C
7c16cdf5-ce85-4938-aab8-30b956da6a5e,15224809.53,4842148.43,25059725.29,4670032.24,1.04,1,A
c6c4e140-78cc-438c-a0ea-2efbc9f4e712,22800292.81,47371065.75,46734024.34,4076809.65,11.62,0,A
f2addc80-ee5a-4e16-8c4c-abec1ce9cdc7,34655599.17,8615842.95,32367657.21,6721460.17,1.28,1,D
8dd7ccd4-9eb8-46e3-a9e4-6087c5146a3d,39113838.72,16442949.82,43215494.74,4037719.06,4.07,2,B
855dced5-d765-4e2e-a592-e0d884e844fc,9521705.13,6562572.57,9324836.35,6707775.84,0.98,1,D
746965c6-2a8c-4aad-b620-47e6a5beac16,29248778.47,4090445.4,17717835.41,8007891.15,0.51,0,D
cfce03f6-5cb3-462d-be35-5e4f88d04b2b,29630242.07,13428531.46,62247145.0,5917430.84,2.27,1,A
6b4bd46e-5fc8-4735-8656-c474d92b87ed,18056035.15,4152666.28,34773736.62,4809347.33,0.86,4,A
a528686a-97da-4335-9676-a3eff42138d7,21908764.72,5880200.61,22774705.38,5712299.44,1.03,4,C
aeb3dd4c-69ea-48cb-8f5e-8600ffb3cbbd,29462771.66,2924524.0,6427794.28,6884096.02,0.42,2,C
1d3aefe8-c26b-4ee8-9a1b-bf730da47ad4,28411102.0,2069607.99,7637194.5,8374482.8,0.25,2,C
2e2d5bce-592a-476a-8a3e-9430a58de6ea,15104046.05,3347786.64,6269207.17,12444480.74,0.27,1,D
1296c525-04b4-4dd3-bb90-8931a93e45c0,35394297.71,6718096.01,50125863.53,3875259.4,1.73,4,C
d7abb198-a992-41c6-bf2d-59df98dc52a5,57339981.55,8841471.17,116215784.21,4956859.98,1.78,0,A
374a5e5a-b564-4fe7-bd78-385c2eb7670d,27327589.9,7541313.39,41393028.37,6641276.7,1.14,2,A
47d291ff-412c-4961-ba8c-8ef7d1658c69,57236655.22,8474186.08,95236238.68,7386523.26,1.15,0,A
4ebce58b-b41d-427b-8ddd-82dd4a95d97b,25407817.35,4954081.79,13587213.6,8400093.01,0.59,3,C
074c50e7-5d22-47dc-bcbc-d016b74274b0,15472817.96,15876574.46,19462352.32,6657972.41,2.38,1,D
e1fc8d44-5612-4fba-a1aa-72a02d1e6eb0,16497536.33,9219099.78,25183217.9,9732386.93,0.95,0,A
905f5e77-cab8-4f40-b713-39659f060492,93889840.02,4127605.78,75570811.16,2700468.84,1.53,1,D
36ae80a8-57eb-4464-9548-3b4390af6088,13085198.61,2309998.04,8944520.69,2930009.1,0.79,0,D
b54a8034-7cf0-4df5-8130-967e1e969e4b,96402076.79,8160840.6,160309338.42,4120830.68,1.98,1,A
13daa45a-7b3e-44cc-afce-d936518b2a36,17234622.81,4396117.94,30658051.81,5953820.2,0.74,2,A
c1056b60-e477-419e-bd36-9a0aa9703ca7,51863817.17,9278684.14,110189030.75,8108510.5,1.14,0,A
e1e94998-0648-43b9-b1c0-ccfef7b899ab,36267818.69,41096883.07,34172035.85,9717355.29,4.23,0,B
b179deb2-5439-4781-aed3-7f1fd5b9b32b,23451010.44,17192715.99,37621727.25,4880897.71,3.52,0,A
a90411ab-da2a-4862-b196-288a62ab6ba4,43206226.86,28179255.84,35846633.62,9762056.32,2.89,0,B
855ee383-afff-48ea-b49c-f99974024a62,8355973.7,15868001.6,8204456.23,5278048.62,3.01,1,D
90c4df27-017c-424d-a868-b8a0049c4296,24451731.22,15343703.59,42248043.27,6697046.41,2.29,0,C
d850c09e-eef4-4fe9-9f54-e63ae8ae527b,35762366.99,12852878.3,30738952.53,4194530.64,3.06,2,D
9236b0c2-eac2-4bb7-91cb-e48b4181e151,55065183.98,6322344.88,98127736.29,19994228.71,0.32,2,A
abecbcab-3c53-4d08-b435-8821473619e4,26852747.16,5884842.85,23223747.88,1972035.09,2.98,0,D
627bc727-4d3a-4614-8790-d0641425fa3d,30514806.42,16218372.6,23629850.16,3767821.15,4.3,1,D
92765d13-9bf9-4a9c-95b5-1116938ba357,13251944.67,9044854.42,28392221.48,1549337.66,5.84,0,A
195c8682-7339-458e-b634-0989f371b293,31726814.03,5069830.36,51681701.74,9519658.02,0.53,0,A
e6441cc7-445d-40dd-905a-f47236c00794,33155747.57,35251860.74,53328022.63,4798747.79,7.35,0,A
fdcaa3e4-94c2-48c6-bd19-43e06ef241ce,26482521.84,3210310.23,32655710.48,3420667.96,0.94,1,D
c86728d8-4444-4342-908d-f3b3a16dd02b,36365018.06,7070261.91,71904944.67,5352021.04,1.32,1,A
7a1479a3-06b9-4c72-b554-57714cef6140,33371637.49,24370893.48,40449641.79,6199618.95,3.93,1,B
1fdbf7b5-e1dc-448f-92c1-e37375ec3c18,73020042.46,6987825.94,36959161.76,2735194.96,2.55,0,D
9ffb0eb7-68c5-4c1d-879d-d617c8eb51c7,23479651.34,7529850.98,10148192.39,1918537.83,3.92,0,D
05037cf6-39c6-40c3-93f9-17a85da2045c,26644609.76,7618717.02,11980006.67,6320502.91,1.21,1,D
f18affea-abd5-44da-8b93-10cac47f71af,20428892.03,7683648.91,29630498.01,4492475.07,1.71,2,C
90fb5320-e979-4353-918a-8de6bcec0635,25399746.6,3496656.06,52740322.84,3114200.01,1.12,2,A
ba0bbcea-8b6c-4551-bf2e-7499c5bcbc2c,31991755.3,5585639.54,64872177.02,11042847.44,0.51,3,A
ebaa4676-b3c2-4054-867b-4f572834df7e,23407493.97,22429918.77,20565036.34,8273442.42,2.71,1,D
b016fa18-4789-470f-aa55-469040e06d21,19380319.81,10520327.44,27076100.81,17539555.17,0.6,2,C
2a56ecff-ed98-49c8-ad89-9883a9d38473,16944647.09,4379662.02,4087336.16,3372143.83,1.3,1,D
2aa1ae09-7abe-4220-991a-f187e2d0a196,25776110.84,4882527.77,46980344.55,4266635.19,1.14,1,A
e98d19d2-4f39-490f-8a53-651ca86e96c4,18023693.78,22142212.11,12331700.52,3054652.58,7.25,1,B
5a900110-8524-4efe-aef3-d886e2bc8703,24197526.96,13903474.22,25497547.05,5146859.57,2.7,2,D
f6c16c8b-1537-406b-b75f-1e25b525880c,17629103.47,16191620.36,16825231.55,3954783.46,4.09,2,D
cb1564d7-47fe-4617-ba47-19ab421ce318,37088077.11,8573353.92,53980025.81,12512018.11,0.69,0,B
d5654cb5-2029-4d10-b4e0-0b8b367583ef,6858904.79,17054944.9,2139964.69,4858273.36,3.51,1,D
e95f733f-3980-4010-b7c1-3de987ea74da,50342815.85,5041487.93,42378905.61,2583824.11,1.95,2,C
cb5b97d7-81ce-4dac-965a-17635ecadea1,19997208.42,4545559.22,42197002.02,3411952.35,1.33,1,A
7a7bd57a-7850-4a12-bf0a-38751f19599d,12931815.54,18020395.58,6367843.38,3322155.62,5.42,3,B
fc6475e7-dae6-4fec-8c4e-5fa990170859,27543376.6,17125361.29,11969105.42,7116562.78,2.41,2,D
08a72116-a7cc-4a38-b7dd-ca59796a9e0f,13951359.53,70159360.58,22277692.41,5332063.77,13.16,2,A
7774b798-88c0-4a0b-bfe3-d50fd02e4f2d,29286392.24,7501477.07,52723379.52,5665249.7,1.32,2,A
2993e7e1-38e7-49aa-a563-a4396709ec48,77226718.69,15367647.85,134968761.47,7172005.04,2.14,1,A
a655aac0-d86a-464e-9585-1f14d6635a9d,46195734.43,15845798.21,29488696.5,5368814.84,2.95,1,D
6a5e540a-ca38-4077-b57e-45c5976b5628,14949385.66,12368200.35,7534323.62,14206651.58,0.87,2,C
2636f300-3f46-4644-b91d-34e3a58fe951,47485201.41,3758234.58,65323849.24,3212536.8,1.17,2,C
0e1335d3-abd5-4361-bfc3-c885ed826be3,13978113.82,8629507.33,19721722.3,5138207.84,1.68,1,D
01ec7db5-c601-4071-889d-5cb16fd2ef7c,37589448.35,29269733.09,62869147.93,5956490.24,4.91,1,A
133d15d5-4911-4efa-842a-eb408436e795,45429300.34,26078658.2,12806674.21,3738605.44,6.98,3,B
b344871d-c578-4b44-8b30-eba27a6bb4ec,12120614.12,22347231.76,9875500.65,6137421.27,3.64,3,D
e1caa27c-cca3-4215-8279-d03c24f5cff1,39079348.21,18759622.81,48697032.68,4134023.2,4.54,2,B
ecbb6448-9798-488b-971e-abec723c3177,53932200.27,8535094.01,61634305.63,5864911.08,1.46,1,D
6cffc5b0-cb51-4cf5-9288-1ebf9a39bcb1,28353186.33,2415228.83,40975405.36,5510908.98,0.44,2,C
63e81b6b-0bde-4294-b9e1-07c5bf165607,17572464.11,1000000.0,21819266.48,6179859.35,0.16,1,D
8b2ef01d-d1ed-4434-8f54-53dedc0bace0,32633752.14,9613520.99,22001874.74,9476247.39,1.01,3,C
dc213065-2279-43e8-97c6-e6e1178e01b2,58037907.77,4885700.7,85779157.77,5496475.68,0.89,0,D
e99fc5ae-4d81-4120-a3a3-6782d305189b,14837053.23,6898489.79,19051629.37,5488505.7,1.26,2,C
175db8a0-463b-4a7b-9f28-a4dcbea72635,40113904.56,25097764.22,53343324.56,2010401.59,12.48,1,B
e24d98bd-f1db-42dc-887e-bb57535d53a7,18375214.85,4465552.27,35755537.15,6660157.37,0.67,0,A
22dadbf7-c75f-4f87-8796-5d0326d5bd9b,8999175.09,21459506.1,18373745.94,4167675.95,5.15,0,A
80ea5462-2294-4bdf-b957-f6caa1c511d2,33415866.63,18708566.77,40468027.16,9577340.81,1.95,0,D
6038fd15-0d98-406a-b647-8e0f8f522980,120575400.81,33749813.14,200815783.37,6746225.11,5.0,2,A
4a7ddb04-3393-4a2e-b1c7-16a8a6d577d6,27936249.95,2297854.1,49098951.29,6542175.23,0.35,1,A
6428a089-8792-4fff-a7e1-70aace6e5546,23737194.56,16573558.55,6283319.54,2896513.4,5.72,2,B
3d17889d-8268-4154-86c2-cd542deaf01d,9416887.37,19163756.29,5467373.55,11692083.44,1.64,0,D
d257a62a-6f8c-4719-80f2-0eb5dea61f88,72171598.1,7647766.35,27336494.57,4279305.3,1.79,4,C
f380012a-413c-490c-9c67-87b4a0e55c9e,19523663.26,13664681.18,10409238.34,4409511.82,3.1,0,D
b7faa7c7-d84e-4625-8246-cadab45e1924,15699914.11,15253702.51,24809171.1,6616067.18,2.31,1,A
ae3607c4-3bdb-4621-8fab-624a9eed0cca,25350661.16,18860212.58,8922060.62,3177851.85,5.93,0,B
ef1baf33-1c87-4d44-9be5-259edca8d6b6,20295852.33,2916649.64,23184887.22,5891406.75,0.5,1,D
3df92c59-fe1f-4882-8977-b3e1ca3f1984,35430255.91,4333269.41,74518477.05,14577116.64,0.3,1,A
d9cd3436-e71b-4f0a-88a7-e75aa68990f7,9410136.78,6421906.7,4276381.58,2231105.56,2.88,0,D
eab775f3-76ed-4dc5-ad38-a930424d11b6,34100765.33,75162327.56,69659302.96,7051105.59,10.66,1,A
36306a7d-9411-484f-ac18-026417ed0a17,23017573.92,4199189.2,35113860.85,9005755.42,0.47,2,A
0723de88-107c-4da9-b7e9-afafeb165938,87546201.95,13340201.91,86861316.76,2135119.58,6.25,2,B
2712a13d-4a74-4953-bde4-525636680362,25573437.34,2279547.35,11699978.93,7417721.02,0.31,1,D
0ca55576-b8de-4cff-8a4f-1460b4a5046e,60096468.56,3710031.5,60014914.0,14902147.83,0.25,1,D
6bb970e8-0172-4fcf-9b28-47ee72dfcec0,55099550.32,18189438.09,91567792.63,7898081.61,2.3,1,A
45c46ec4-b230-4fb1-b24a-a856c53af497,25430401.78,5644337.67,54357441.21,14515343.32,0.39,0,A
01b05b2a-ca39-405e-8c9d-20f82499e054,26188181.29,5536451.12,26187432.5,3684630.8,1.5,2,C
bc5e1b10-264c-45e6-9b8a-9a002be3b0df,17162380.23,45786680.76,31420937.03,8655191.67,5.29,1,A
88297a8d-c9b6-464c-9f18-f73cb11a7b05,13534941.26,11391558.56,22112837.86,9914050.24,1.15,1,A
4113e6ad-2ecc-4a63-98a6-7b2c8ebad16e,26671063.26,7429829.22,40049250.47,1248080.57,5.95,2,B
6f44cd6f-c3a6-40ec-b6dd-cee058f479c5,31656555.44,11869452.58,40269741.96,4484749.09,2.65,1,D
249fe126-4a5b-4139-8d2c-59735aa2c586,23568595.64,34793862.41,39303832.32,8513963.99,4.09,3,A
e0fd161e-8ba0-4917-b67e-9de2ba41d61d,31107699.2,18515133.48,40081438.68,5758377.41,3.22,0,D
0b34f00f-3d98-4689-aa76-fc8c7a184b27,10794717.63,2683815.38,13502488.84,6575748.34,0.41,2,C
8c8a35d6-3a3a-444f-8f27-e9b1a1317f54,12482089.23,13765686.45,22519648.0,8899752.89,1.55,2,A
0ed72829-c58b-4fb0-884d-84b3dbf5b50a,18734839.33,4258114.34,31716575.95,5291303.1,0.8,3,A
de0597ae-9f2d-4e98-8f7d-b4d8646826da,37567643.06,6210354.98,14844976.28,2608985.64,2.38,1,D
8c240633-b899-40f3-ab82-6816b8bf7d61,8430684.51,11872783.76,16958571.48,3600706.15,3.3,0,A
467e3712-a3da-48d2-959b-2062cf1c492c,11437897.94,14027235.63,5723205.51,12238631.61,1.15,1,D
7bb9289c-e571-43df-b5b0-001b6b8c6b3f,63231005.77,3452684.79,26426538.38,6227169.91,0.55,2,C
345b3403-2e6b-4346-b532-0ca12e379973,15847231.78,7813727.3,24862296.41,5535171.4,1.41,0,A
6c454584-06b5-4e04-b90a-96d07e217c0b,21738823.59,5395997.23,23590975.15,7840325.14,0.69,0,D
e1b2ad30-cc16-4fc9-b492-6267d0081cb6,38936849.59,3215797.11,48973654.25,3891338.46,0.83,0,D
10209221-c1b2-4bd6-ab49-ae2610262e0c,30515904.59,9968537.12,24076146.66,5340331.83,1.87,0,D
6cb02f20-a69c-4074-9ca5-f385220eaec4,36902255.5,7237642.09,12217980.45,1896103.21,3.82,0,D
a98086f9-1a71-4ddd-98c1-cdaed0986070,19275053.8,3644087.32,34836066.76,4241716.2,0.86,1,A
7daa13b5-29f8-49c2-8ad5-fe9d682eddaa,30560771.21,3687487.07,19368983.75,5130757.25,0.72,0,D
be1b4ca9-7e15-42bc-82db-e48a8dfbfa9b,52171861.81,10061317.28,13207305.53,5262199.71,1.91,0,D
c5faa271-cc2b-4c92-8cfd-9b7a9a068906,22841568.36,7196100.2,41464559.08,3438647.08,2.09,0,A
e97f5da4-dc2f-4605-82c4-41fd0ce54b1b,9638095.92,4157527.5,5072415.79,5433913.67,0.77,0,D
da614d9b-c1f7-47e9-a522-0fdf18d524d5,19506593.72,55933800.9,28209719.51,2810285.04,19.9,0,B
e731a279-733a-452b-98fd-c6a83e83ac2b,27509971.99,7465924.0,46352060.51,14330134.57,0.52,2,A
98c2a6b7-5e48-435f-9628-12591b56f48e,34249836.19,14768215.39,34411189.01,6497984.94,2.27,1,D
a26a8b5f-9191-483d-9123-7e76b92805f0,22765325.83,11413228.63,31903070.78,4163583.62,2.74,1,D
09002c84-6fef-4840-9cd3-ac8b42529232,16669787.89,21463469.44,11583303.42,4662284.95,4.6,3,B
864804e3-d9cf-4406-a941-e1505f2d48cc,9225852.35,1590902.06,17334474.18,3589468.8,0.44,0,D
c72393c7-e246-4678-b2c4-67a37e638538,11515486.51,7816970.8,23017026.28,4131296.85,1.89,0,A
2afe818c-6b5f-4b6a-992c-6c877b260cb9,22889076.13,19981767.07,26875100.12,6577202.39,3.04,0,D
29ee63cc-d1fa-4133-8000-dfb6e2de37c1,16530651.77,12334692.01,22142205.68,6405847.93,1.93,0,D
669a3691-9177-4945-861e-51c55194ec1b,48675170.86,2696684.68,44654091.25,5334519.67,0.51,0,D
c2540186-ea76-420d-86dd-18632ffac4ab,23895863.01,14043424.63,6368569.37,9897461.14,1.42,2,C
8022a687-2933-4a2b-a5ec-a05168d30ded,42681336.85,2137749.36,46479224.17,3980416.33,0.54,2,C
0a5c56eb-7e09-4f0e-86d7-2a81c8643428,58112721.41,7472563.06,33997040.83,7847924.85,0.95,4,C
716a1dec-c69a-4e22-b153-99de4ec39a48,50055367.79,3988575.16,65176272.29,7120345.86,0.56,1,D
c74dcc83-0fcb-4047-85a2-a72eb15619d0,20264969.52,24807723.75,22124359.43,8148735.44,3.04,1,D
233041d6-8fef-49fd-98a3-37a075b8a61b,22416119.2,10724870.41,7497306.19,12842599.81,0.84,2,C
77d8bc55-8b68-47a9-8941-639e7a1b12ac,21457612.73,10732714.4,43555418.74,4460561.28,2.41,6,A
8a528db9-fd79-4047-a756-503982274d27,39775752.92,4158995.12,44106026.02,5940518.21,0.7,0,D
ab218b49-c2f6-43c7-8cf0-0740b6e2b0a1,23965547.91,14125552.25,27552549.42,8824383.45,1.6,0,D
10fa0bbb-09d8-44ad-9b18-2dcf4401581a,13938368.92,15284013.65,2852144.14,7289861.93,2.1,1,D
6e1222e0-d2b0-40a1-93fa-2bb6f0b1fd3a,53597630.9,1578176.87,11787493.74,2666329.68,0.59,1,D
ce6ebd1e-03bf-4d3b-9e24-75d4e5b5998a,21133488.89,6876540.78,32149056.49,5234899.85,1.31,1,A
ed53c188-476e-4f32-8dab-d49853300337,16392831.99,8251002.93,21565620.46,8297231.62,0.99,1,D
d0d5db89-b91f-4f6f-802d-43bc091310a5,35142391.14,21693767.99,67442940.61,5411281.1,4.01,3,A
f0645ac6-d387-4473-ade7-fd07d00be748,42044394.71,5422141.48,74565402.87,9566946.73,0.57,2,A
6c2c9327-984a-4477-9773-ba284a3309e2,26742001.89,12507665.0,42500819.01,7873491.49,1.59,1,A
e9ba1765-6158-46a9-85f1-99afd8d1b46e,19295604.06,12943401.36,9769667.17,3259632.53,3.97,3,D
7ca50eec-2e0a-4750-b611-996816cb6bed,14283444.24,15680946.69,17598020.39,3743632.67,4.19,3,B
844ef607-324c-465e-8d60-1466cc447814,21877839.11,8887485.75,13570677.99,10165076.03,0.87,1,D
c5f5069d-0b1e-4456-b367-c53a1a24872f,31618525.78,5119858.12,52890782.73,4952768.8,1.03,0,A
b460abc3-aa4d-4f18-b003-e07c05ab0122,7843030.77,19240355.04,2973884.57,5344370.28,3.6,1,D
d93a77c6-a5be-43be-8816-2134c227f718,26329534.63,14394867.98,27332617.23,8239638.26,1.75,1,D
73187d3e-5f8f-475f-86fb-bc2ec1d440bb,14302589.72,3906545.42,23350116.06,6100933.91,0.64,0,C
016be378-c441-46ff-a39c-c54bb2b8e22b,124320785.66,2786668.17,48674821.91,4075335.72,0.68,1,D
6f86974b-dccf-464f-9916-a8c578633835,21045443.74,7206314.83,23333972.22,8344254.79,0.86,0,D
0c94f3fa-11c1-4a43-b958-02a45771fb15,50411883.04,1687087.49,99106714.31,5191040.0,0.32,4,A
3d6c3ef1-4494-4d22-8b18-ff266112c9ae,24801740.55,14022080.94,8526017.13,3878342.87,3.62,2,D
edf59169-b1d2-47d4-b85f-dfaac45c68ed,30208783.87,26223297.73,30045697.06,5254229.25,4.99,1,B
af890a5b-c204-42ab-a6c5-5c7d01346d85,34152685.29,13983802.04,38930873.71,7300485.87,1.92,1,D
eb98acea-98b9-499b-ae25-33608f204c31,47754766.49,8331790.35,76349834.46,6596209.73,1.26,4,C
ab5d65de-f5c2-4e76-9e9a-b6f2a51eb7fd,37004320.1,8556734.71,13353726.09,4969073.88,1.72,2,C
fa3cd034-b838-4801-b3ec-f3b7a063c3e3,10270341.29,30306444.84,16176671.6,5124305.72,5.91,0,B
20898242-9260-4620-8f32-1ed2a8c67973,27574282.92,5065581.68,38879471.46,5651178.62,0.9,5,C
0deb21b7-652f-4884-bfa0-08b7fd0140c2,30635690.07,4036233.13,42953288.2,4627904.6,0.87,1,C
591502f7-6c1a-4c79-aefb-2e93b50a41d3,22324356.52,15796111.85,43477639.18,9265969.66,1.7,2,A
4f99f831-970c-4bb4-8045-a4c629c879ff,31859613.86,19324422.8,65004254.22,2830860.57,6.83,2,A
81f65626-4914-4998-8484-ba2d235d9015,32659597.42,4096370.83,48296520.51,17737284.71,0.23,0,D
3829d349-e132-4e7e-b0b4-4bb48c04a709,7521435.4,3913575.48,14324912.62,10625440.07,0.37,2,A
cea68f95-cf4f-4d20-a998-450223534fe5,17021933.57,7939070.88,19149758.63,5701239.96,1.39,2,C
ec3fea04-d7ad-4d2c-a3f2-38b01db9c976,10650972.31,9637762.9,16624879.38,6234020.69,1.55,2,A
20d57ff1-49ff-4c53-ac0a-791ab75287aa,26809121.09,4734738.35,36622900.21,6089119.72,0.78,0,D
d846db5a-3011-42d7-af99-c2b3debde214,35307974.39,9809879.09,55419024.19,11209669.99,0.88,0,A
d4749fc9-2f1f-4382-8a17-00ed5c84aa79,25012961.6,15952362.75,12417378.32,4949561.4,3.22,1,D
8c18982c-a6b3-4bf5-8422-7237bd897753,84731584.74,37594640.1,158155322.97,4950684.79,7.59,2,A
0a909d2c-225e-4e7b-88e5-0702d89ae1e6,106650814.25,6034473.43,175316457.6,2448199.88,2.46,1,A
bad62675-e428-4199-80a9-001f2ae199fc,51515452.67,14505117.7,17788069.77,5777592.4,2.51,1,D
772949b6-93ea-4840-98e6-5d2204b705f9,9243332.75,7773909.84,6912105.57,7996076.93,0.97,1,D
ae2bd96e-8e06-401d-9865-6229173ebbce,30932227.39,7468170.79,24472143.96,6862149.66,1.09,0,D
0fc568a3-e00a-4a8c-9939-7dd784b2f513,11794804.2,15930867.89,4580843.59,5053439.33,3.15,3,D
b42ad770-df4b-4cd3-bd55-cde3f1715bec,58296430.75,11597360.43,109517197.61,12141260.61,0.96,1,A
11d85d1c-8713-4f4d-bff0-fd2709ab83e2,28452552.05,4334783.94,42521825.73,7965362.03,0.54,0,D
caa57905-8690-40ba-b1ee-790ec8859600,14229258.05,5838048.39,5207196.84,2265673.83,2.58,1,D
0b181483-2fd1-493c-8e45-dc6787db62cb,17428080.41,18758575.38,19624869.73,6843742.35,2.74,3,D
89b3c697-b95a-4acb-814a-94b89d78ac3c,18253048.16,3332360.18,12398663.22,3607810.33,0.92,1,D
fbfb156b-e6b0-485d-948b-17bb2a9b1183,61801066.55,16019447.23,93380445.35,4540090.47,3.53,0,A
cc0c26fd-99a6-4999-98f5-d2ada802bdc6,12519921.19,2635552.28,18270459.24,3086255.55,0.85,1,D
dc9d1118-4063-433f-9c23-bfc069abc907,38287558.17,5692543.38,75739429.92,6946979.41,0.82,2,A
4a9aa67b-4679-4c37-a36d-5b1db71e924d,38025762.58,10597004.11,80209998.16,2777470.9,3.82,0,A
f3b709cf-887b-4e8a-9ede-2c1d401cad59,16557960.64,12743237.69,8665067.68,9090240.11,1.4,2,C
bab9e0bd-e622-42c2-a2d2-1324640f732c,16464323.15,5913962.69,10907759.79,3591727.16,1.65,1,D
4acf6b2c-d270-4ff8-b664-ed15447dcdd4,17027189.67,6499073.93,4570293.51,17397736.14,0.37,1,D
92b270c8-7b84-4051-9622-3e593ac08c17,38876013.87,3705450.37,62076568.88,8516347.97,0.44,0,A
0d474072-abde-489b-9dd4-61bda8321ed6,46213063.12,4463741.07,37209482.82,4923714.61,0.91,1,D
09fb778b-b104-423a-8eaa-9cfd8e82a0db,35294752.61,7002215.5,39310060.86,5682499.09,1.23,1,D
c61e0ff4-d18a-4cb3-8568-fc0ba625d8a3,6428374.13,6490112.21,11073602.86,4758644.33,1.36,1,A
a79a66cd-64ac-4d1b-934b-6f02f0a0dccb,40456185.71,16683336.01,56896766.99,3646186.68,4.58,0,B
b9623ca3-11c1-4685-9022-41b92f8bb3d7,27279900.49,11511080.35,32438641.09,6114115.33,1.88,0,D
409e9e2d-674b-4f6a-b8ba-077e74b3545f,23633684.09,17741243.69,49348116.35,3095349.65,5.73,1,A
89224747-583f-42d9-9f6c-5091c9bb9a57,14558698.28,3495554.6,8137986.53,2529580.65,1.38,3,C
8dc2729a-f9b9-4edf-947f-0542ab48fe0e,28170369.12,8021449.35,23820608.77,5188415.56,1.55,2,C
eafa15cc-b702-4384-9ad8-93ba1b3ab501,20437470.1,54344985.09,14785780.8,15739221.87,3.45,2,D
6264a4cb-4337-4c5b-8312-3ae834cc20bf,51052615.16,5581638.81,105103286.6,4812356.6,1.16,3,A
892487e5-09eb-453b-8eee-f15e1a8e3e27,21513142.79,5287279.7,32052077.6,4826370.17,1.1,2,A
1b03ca36-5e2b-4463-b51e-4cc9ccc1061e,56356821.98,2722632.44,77326455.15,5083685.31,0.54,0,D
64a863f9-a5b3-4abe-b44c-10d25b2dc631,23596791.66,7657729.37,40335276.27,12145616.15,0.63,0,A
59bd4931-fd96-4ce2-bae0-4630a74c1714,26047520.94,15131441.05,24438464.72,4682535.83,3.23,2,D
2973bd2e-3d23-497a-9a26-261ace0faf08,13983602.52,11646392.05,14888805.48,6314328.76,1.84,2,C
a6c0f2d4-8c1f-4a98-8488-f1303bb6110b,26329431.81,3183960.39,33135625.47,8187386.25,0.39,0,A
e11792d0-5fa5-4b35-a9a1-5f47c7c13c80,29920252.99,7145486.51,26446387.64,4418795.57,1.62,0,D
